Lat_DD,Lon_DD
10.33,37.49
10.33,37.49
10.33,37.49
10.33,37.49
10.33,37.49
10.33,37.49
10.33,37.49
10.33,37.49
10.33,37.49
10.33,37.49
10.33,37.49
10.33,37.49
10.33,37.49
10.33,37.49
10.33,37.49
10.33,37.49
10.33,37.49
10.33,37.49
10.33,37.49
10.33,37.49
10.33,37.49
10.33,37.49
10.33,37.49
10.33,37.49
10.33,37.49
10.33,37.49
10.33,37.49
10.33,37.49
10.3,37.49
10.3,37.49
10.3,37.49
10.3,37.49
10.3,37.49
10.3,37.49
10.3,37.49
10.3,37.49
10.3,37.49
10.3,37.49
10.3,37.49
10.3,37.49
10.3,37.49
10.3,37.49
10.3,37.49
10.3,37.49
10.3,37.49
10.3,37.49
10.3,37.49
10.3,37.49
10.3,37.49
10.3,37.49
10.3,37.49
10.3,37.49
10.3,37.49
10.3,37.49
10.3,37.49
10.3,37.49
10.3,37.49
10.3,37.49
9.96,39.22
9.96,39.22
9.96,39.22
9.96,39.22
9.96,39.22
9.96,39.22
9.96,39.22
9.96,39.22
9.96,39.22
9.96,39.22
9.96,39.22
9.96,39.22
9.96,39.22
9.96,39.22
9.96,39.22
9.96,39.22
9.96,39.22
9.96,39.22
9.96,39.22
9.96,39.22
9.96,39.22
9.96,39.22
9.96,39.22
9.96,39.22
9.96,39.22
9.96,39.22
9.96,39.22
9.96,39.22
9.96,39.22
9.96,39.22
9.93,39.19
9.93,39.19
9.93,39.19
9.93,39.19
9.93,39.19
9.93,39.19
9.93,39.19
9.93,39.19
9.93,39.19
9.93,39.19
9.93,39.19
9.93,39.19
9.93,39.19
9.93,39.19
9.93,39.19
9.93,39.19
9.93,39.19
9.93,39.19
9.93,39.19
9.93,39.19
9.93,39.19
9.93,39.19
9.93,39.19
9.93,39.19
9.93,39.19
9.93,39.19
9.93,39.19
9.93,39.19
9.93,39.19
9.93,39.19
9.92,39.18
9.92,39.18
9.92,39.18
9.92,39.18
9.92,39.18
9.92,39.18
9.92,39.18
9.92,39.18
9.92,39.18
9.92,39.18
9.92,39.18
9.92,39.18
9.92,39.18
9.92,39.18
9.92,39.18
9.92,39.18
9.92,39.18
9.92,39.18
9.92,39.18
9.92,39.18
9.92,39.18
9.92,39.18
9.92,39.18
9.92,39.18
9.92,39.18
9.92,39.18
9.92,39.18
9.92,39.18
9.92,39.18
9.92,39.18
9.94,39.19
9.94,39.19
9.94,39.19
9.94,39.19
9.94,39.19
9.94,39.19
9.94,39.19
9.94,39.19
9.94,39.19
9.94,39.19
9.94,39.19
9.94,39.19
9.94,39.19
9.94,39.19
9.94,39.19
9.94,39.19
9.94,39.19
9.94,39.19
9.94,39.19
9.94,39.19
9.94,39.19
9.94,39.19
9.94,39.19
9.94,39.19
9.94,39.19
9.94,39.19
9.94,39.19
9.94,39.19
9.94,39.19
9.94,39.19
9.89,39.22
9.89,39.22
9.89,39.22
9.89,39.22
9.89,39.22
9.89,39.22
9.89,39.22
9.89,39.22
9.89,39.22
9.89,39.22
9.89,39.22
9.89,39.22
9.89,39.22
9.89,39.22
9.89,39.22
9.89,39.22
9.89,39.22
9.89,39.22
9.89,39.22
9.89,39.22
9.89,39.22
9.89,39.22
9.89,39.22
9.89,39.22
9.89,39.22
9.89,39.22
9.89,39.22
9.89,39.22
9.89,39.22
9.89,39.22
9.9,39.16
9.9,39.16
9.9,39.16
9.9,39.16
9.9,39.16
9.9,39.16
9.9,39.16
9.9,39.16
9.9,39.16
9.9,39.16
9.9,39.16
9.9,39.16
9.9,39.16
9.9,39.16
9.9,39.16
9.9,39.16
9.9,39.16
9.9,39.16
9.9,39.16
9.9,39.16
9.9,39.16
9.9,39.16
9.9,39.16
9.9,39.16
9.9,39.16
9.9,39.16
9.9,39.16
9.9,39.16
9.9,39.16
9.9,39.16
9.88,39.12
9.88,39.12
9.88,39.12
9.88,39.12
9.88,39.12
9.88,39.12
9.88,39.12
9.88,39.12
9.88,39.12
9.88,39.12
9.88,39.12
9.88,39.12
9.88,39.12
9.88,39.12
9.88,39.12
9.88,39.12
9.88,39.12
9.88,39.12
9.88,39.12
9.88,39.12
9.88,39.12
9.88,39.12
9.88,39.12
9.88,39.12
9.88,39.12
9.88,39.12
9.88,39.12
9.88,39.12
9.88,39.12
9.88,39.12
9.86,39.18
9.86,39.18
9.86,39.18
9.86,39.18
9.86,39.18
9.86,39.18
9.86,39.18
9.86,39.18
9.86,39.18
9.86,39.18
9.86,39.18
9.86,39.18
9.86,39.18
9.86,39.18
9.86,39.18
9.86,39.18
9.86,39.18
9.86,39.18
9.86,39.18
9.86,39.18
9.86,39.18
9.86,39.18
9.86,39.18
9.86,39.18
9.86,39.18
9.86,39.18
9.86,39.18
9.86,39.18
9.86,39.18
9.86,39.18
9.93,39.42
9.93,39.42
9.93,39.42
9.93,39.42
9.93,39.42
9.93,39.42
9.93,39.42
9.93,39.42
9.93,39.42
9.93,39.42
9.93,39.42
9.93,39.42
9.93,39.42
9.93,39.42
9.93,39.42
9.93,39.42
9.93,39.42
9.93,39.42
9.93,39.42
9.93,39.42
9.93,39.42
9.93,39.42
9.93,39.42
9.93,39.42
9.93,39.42
9.93,39.42
9.93,39.42
9.93,39.42
9.93,39.42
9.93,39.42
9.88,39.58
9.88,39.58
9.88,39.58
9.88,39.58
9.88,39.58
9.88,39.58
9.88,39.58
9.88,39.58
9.88,39.58
9.88,39.58
9.88,39.58
9.88,39.58
9.88,39.58
9.88,39.58
9.88,39.58
9.88,39.58
9.88,39.58
9.88,39.58
9.88,39.58
9.88,39.58
9.88,39.58
9.88,39.58
9.88,39.58
9.88,39.58
9.88,39.58
9.88,39.58
9.88,39.58
9.88,39.58
9.88,39.58
9.88,39.58
9.93,39.5
9.93,39.5
9.93,39.5
9.93,39.5
9.93,39.5
9.93,39.5
9.93,39.5
9.93,39.5
9.93,39.5
9.93,39.5
9.93,39.5
9.93,39.5
9.93,39.5
9.93,39.5
9.93,39.5
9.93,39.5
9.93,39.5
9.93,39.5
9.93,39.5
9.93,39.5
9.93,39.5
9.93,39.5
9.93,39.5
9.93,39.5
9.93,39.5
9.93,39.5
9.93,39.5
9.93,39.5
9.93,39.5
9.93,39.5
9.91,39.68
9.91,39.68
9.91,39.68
9.91,39.68
9.91,39.68
9.91,39.68
9.91,39.68
9.91,39.68
9.91,39.68
9.91,39.68
9.91,39.68
9.91,39.68
9.91,39.68
9.91,39.68
9.91,39.68
9.91,39.68
9.91,39.68
9.91,39.68
9.91,39.68
9.91,39.68
9.91,39.68
9.91,39.68
9.91,39.68
9.91,39.68
9.91,39.68
9.91,39.68
9.91,39.68
9.91,39.68
9.91,39.68
9.91,39.68
9.94,39.57
9.94,39.57
9.94,39.57
9.94,39.57
9.94,39.57
9.94,39.57
9.94,39.57
9.94,39.57
9.94,39.57
9.94,39.57
9.94,39.57
9.94,39.57
9.94,39.57
9.94,39.57
9.94,39.57
9.94,39.57
9.94,39.57
9.94,39.57
9.94,39.57
9.94,39.57
9.94,39.57
9.94,39.57
9.94,39.57
9.94,39.57
9.94,39.57
9.94,39.57
9.94,39.57
9.94,39.57
9.94,39.57
9.94,39.57
11.74,38.38
11.74,38.38
11.74,38.38
11.74,38.38
11.74,38.38
11.74,38.38
11.74,38.38
11.74,38.38
11.74,38.38
11.74,38.38
11.74,38.38
11.74,38.38
11.74,38.38
11.74,38.38
11.74,38.38
11.74,38.38
11.74,38.38
11.74,38.38
11.74,38.38
11.74,38.38
11.74,38.38
11.74,38.38
11.74,38.38
11.74,38.38
11.74,38.38
11.74,38.38
11.74,38.38
11.74,38.38
11.74,38.38
11.74,38.38
11.81,38.16
11.81,38.16
11.81,38.16
11.81,38.16
11.81,38.16
11.81,38.16
11.81,38.16
11.81,38.16
11.81,38.16
11.81,38.16
11.81,38.16
11.81,38.16
11.81,38.16
11.81,38.16
11.81,38.16
11.81,38.16
11.81,38.16
11.81,38.16
11.81,38.16
11.81,38.16
11.81,38.16
11.81,38.16
11.81,38.16
11.81,38.16
11.81,38.16
11.81,38.16
11.81,38.16
11.81,38.16
11.81,38.16
11.81,38.16
11.75,38.15
11.75,38.15
11.75,38.15
11.75,38.15
11.75,38.15
11.75,38.15
11.75,38.15
11.75,38.15
11.75,38.15
11.75,38.15
11.75,38.15
11.75,38.15
11.75,38.15
11.75,38.15
11.75,38.15
11.75,38.15
11.75,38.15
11.75,38.15
11.75,38.15
11.75,38.15
11.75,38.15
11.75,38.15
11.75,38.15
11.75,38.15
11.75,38.15
11.75,38.15
11.75,38.15
11.75,38.15
11.75,38.15
11.75,38.15
11.92,38.01
11.92,38.01
11.92,38.01
11.92,38.01
11.92,38.01
11.92,38.01
11.92,38.01
11.92,38.01
11.92,38.01
11.92,38.01
11.92,38.01
11.92,38.01
11.92,38.01
11.92,38.01
11.92,38.01
11.92,38.01
11.92,38.01
11.92,38.01
11.92,38.01
11.92,38.01
11.92,38.01
11.92,38.01
11.92,38.01
11.92,38.01
11.92,38.01
11.92,38.01
11.92,38.01
11.92,38.01
11.92,38.01
11.92,38.01
11.86,37.97
11.86,37.97
11.86,37.97
11.86,37.97
11.86,37.97
11.86,37.97
11.86,37.97
11.86,37.97
11.86,37.97
11.86,37.97
11.86,37.97
11.86,37.97
11.86,37.97
11.86,37.97
11.86,37.97
11.86,37.97
11.86,37.97
11.86,37.97
11.86,37.97
11.86,37.97
11.86,37.97
11.86,37.97
11.86,37.97
11.86,37.97
11.86,37.97
11.86,37.97
11.86,37.97
11.86,37.97
11.86,37.97
11.86,37.97
11.79,38.18
11.79,38.18
11.79,38.18
11.79,38.18
11.79,38.18
11.79,38.18
11.79,38.18
11.79,38.18
11.79,38.18
11.79,38.18
11.79,38.18
11.79,38.18
11.79,38.18
11.79,38.18
11.79,38.18
11.79,38.18
11.79,38.18
11.79,38.18
11.79,38.18
11.79,38.18
11.79,38.18
11.79,38.18
11.79,38.18
11.79,38.18
11.79,38.18
11.79,38.18
11.79,38.18
11.79,38.18
11.79,38.18
11.79,38.18
11.83,38.05
11.83,38.05
11.83,38.05
11.83,38.05
11.83,38.05
11.83,38.05
11.83,38.05
11.83,38.05
11.83,38.05
11.83,38.05
11.83,38.05
11.83,38.05
11.83,38.05
11.83,38.05
11.83,38.05
11.83,38.05
11.83,38.05
11.83,38.05
11.83,38.05
11.83,38.05
11.83,38.05
11.83,38.05
11.83,38.05
11.83,38.05
11.83,38.05
11.83,38.05
11.83,38.05
11.83,38.05
11.83,38.05
11.83,38.05
11.85,38.02
11.85,38.02
11.85,38.02
11.85,38.02
11.85,38.02
11.85,38.02
11.85,38.02
11.85,38.02
11.85,38.02
11.85,38.02
11.85,38.02
11.85,38.02
11.85,38.02
11.85,38.02
11.85,38.02
11.85,38.02
11.85,38.02
11.85,38.02
11.85,38.02
11.85,38.02
11.85,38.02
11.85,38.02
11.85,38.02
11.85,38.02
11.85,38.02
11.85,38.02
11.85,38.02
11.85,38.02
11.85,38.02
11.85,38.02
8.1,38.73
8.1,38.73
8.1,38.73
8.1,38.73
8.1,38.73
8.1,38.73
8.1,38.73
8.1,38.73
8.1,38.73
8.1,38.73
8.1,38.73
8.1,38.73
8.1,38.73
8.1,38.73
8.1,38.73
8.1,38.73
8.1,38.73
8.1,38.73
8.1,38.73
8.1,38.73
8.1,38.73
8.1,38.73
8.1,38.73
8.1,38.73
8.1,38.73
8.1,38.73
8.1,38.73
8.1,38.73
8.1,38.73
8.1,38.73
8.14,38.74
8.14,38.74
8.14,38.74
8.14,38.74
8.14,38.74
8.14,38.74
8.14,38.74
8.14,38.74
8.14,38.74
8.14,38.74
8.14,38.74
8.14,38.74
8.14,38.74
8.14,38.74
8.14,38.74
8.14,38.74
8.14,38.74
8.14,38.74
8.14,38.74
8.14,38.74
8.14,38.74
8.14,38.74
8.14,38.74
8.14,38.74
8.14,38.74
8.14,38.74
8.14,38.74
8.14,38.74
8.14,38.74
8.14,38.74
8.14,38.78
8.14,38.78
8.14,38.78
8.14,38.78
8.14,38.78
8.14,38.78
8.14,38.78
8.14,38.78
8.14,38.78
8.14,38.78
8.14,38.78
8.14,38.78
8.14,38.78
8.14,38.78
8.14,38.78
8.14,38.78
8.14,38.78
8.14,38.78
8.14,38.78
8.14,38.78
8.14,38.78
8.14,38.78
8.14,38.78
8.14,38.78
8.14,38.78
8.14,38.78
8.14,38.78
8.14,38.78
8.14,38.78
8.14,38.78
8.19,38.84
8.19,38.84
8.19,38.84
8.19,38.84
8.19,38.84
8.19,38.84
8.19,38.84
8.19,38.84
8.19,38.84
8.19,38.84
8.19,38.84
8.19,38.84
8.19,38.84
8.19,38.84
8.19,38.84
8.19,38.84
8.19,38.84
8.19,38.84
8.19,38.84
8.19,38.84
8.19,38.84
8.19,38.84
8.19,38.84
8.19,38.84
8.19,38.84
8.19,38.84
8.19,38.84
8.19,38.84
8.19,38.84
8.19,38.84
8.08,38.72
8.08,38.72
8.08,38.72
8.08,38.72
8.08,38.72
8.08,38.72
8.08,38.72
8.08,38.72
8.08,38.72
8.08,38.72
8.08,38.72
8.08,38.72
8.08,38.72
8.08,38.72
8.08,38.72
8.08,38.72
8.08,38.72
8.08,38.72
8.08,38.72
8.08,38.72
8.08,38.72
8.08,38.72
8.08,38.72
8.08,38.72
8.08,38.72
8.08,38.72
8.08,38.72
8.08,38.72
8.08,38.72
8.08,38.72
8.27,38.92
8.27,38.92
8.27,38.92
8.27,38.92
8.27,38.92
8.27,38.92
8.27,38.92
8.27,38.92
8.27,38.92
8.27,38.92
8.27,38.92
8.27,38.92
8.27,38.92
8.27,38.92
8.27,38.92
8.27,38.92
8.27,38.92
8.27,38.92
8.27,38.92
8.27,38.92
8.27,38.92
8.27,38.92
8.27,38.92
8.27,38.92
8.27,38.92
8.27,38.92
8.27,38.92
8.27,38.92
8.27,38.92
8.27,38.92
8.25,38.88
8.25,38.88
8.25,38.88
8.25,38.88
8.25,38.88
8.25,38.88
8.25,38.88
8.25,38.88
8.25,38.88
8.25,38.88
8.25,38.88
8.25,38.88
8.25,38.88
8.25,38.88
8.25,38.88
8.25,38.88
8.25,38.88
8.25,38.88
8.25,38.88
8.25,38.88
8.25,38.88
8.25,38.88
8.25,38.88
8.25,38.88
8.25,38.88
8.25,38.88
8.25,38.88
8.25,38.88
8.25,38.88
8.25,38.88
8.23,38.88
8.23,38.88
8.23,38.88
8.23,38.88
8.23,38.88
8.23,38.88
8.23,38.88
8.23,38.88
8.23,38.88
8.23,38.88
8.23,38.88
8.23,38.88
8.23,38.88
8.23,38.88
8.23,38.88
8.23,38.88
8.23,38.88
8.23,38.88
8.23,38.88
8.23,38.88
8.23,38.88
8.23,38.88
8.23,38.88
8.23,38.88
8.23,38.88
8.23,38.88
8.23,38.88
8.23,38.88
8.23,38.88
8.23,38.88
8.29,38.96
8.29,38.96
8.29,38.96
8.29,38.96
8.29,38.96
8.29,38.96
8.29,38.96
8.29,38.96
8.29,38.96
8.29,38.96
8.29,38.96
8.29,38.96
8.29,38.96
8.29,38.96
8.29,38.96
8.29,38.96
8.29,38.96
8.29,38.96
8.29,38.96
8.29,38.96
8.29,38.96
8.29,38.96
8.29,38.96
8.29,38.96
8.29,38.96
8.29,38.96
8.29,38.96
8.29,38.96
8.29,38.96
8.29,38.96
8.31,38.92
8.31,38.92
8.31,38.92
8.31,38.92
8.31,38.92
8.31,38.92
8.31,38.92
8.31,38.92
8.31,38.92
8.31,38.92
8.31,38.92
8.31,38.92
8.31,38.92
8.31,38.92
8.31,38.92
8.31,38.92
8.31,38.92
8.31,38.92
8.31,38.92
8.31,38.92
8.31,38.92
8.31,38.92
8.31,38.92
8.31,38.92
8.31,38.92
8.31,38.92
8.31,38.92
8.31,38.92
8.31,38.92
8.31,38.92
8.32,38.95
8.32,38.95
8.32,38.95
8.32,38.95
8.32,38.95
8.32,38.95
8.32,38.95
8.32,38.95
8.32,38.95
8.32,38.95
8.32,38.95
8.32,38.95
8.32,38.95
8.32,38.95
8.32,38.95
8.32,38.95
8.32,38.95
8.32,38.95
8.32,38.95
8.32,38.95
8.32,38.95
8.32,38.95
8.32,38.95
8.32,38.95
8.32,38.95
8.32,38.95
8.32,38.95
8.32,38.95
8.32,38.95
8.32,38.95
7.57,38.14
7.57,38.14
7.57,38.14
7.57,38.14
7.57,38.14
7.57,38.14
7.57,38.14
7.57,38.14
7.57,38.14
7.57,38.14
7.57,38.14
7.57,38.14
7.57,38.14
7.57,38.14
7.57,38.14
7.57,38.14
7.57,38.14
7.57,38.14
7.57,38.14
7.57,38.14
7.57,38.14
7.57,38.14
7.57,38.14
7.57,38.14
7.57,38.14
7.57,38.14
7.57,38.14
7.57,38.14
7.57,38.14
7.57,38.14
7.61,38.19
7.61,38.19
7.61,38.19
7.61,38.19
7.61,38.19
7.61,38.19
7.61,38.19
7.61,38.19
7.61,38.19
7.61,38.19
7.61,38.19
7.61,38.19
7.61,38.19
7.61,38.19
7.61,38.19
7.61,38.19
7.61,38.19
7.61,38.19
7.61,38.19
7.61,38.19
7.61,38.19
7.61,38.19
7.61,38.19
7.61,38.19
7.61,38.19
7.61,38.19
7.61,38.19
7.61,38.19
7.61,38.19
7.61,38.19
7.57,38.2
7.57,38.2
7.57,38.2
7.57,38.2
7.57,38.2
7.57,38.2
7.57,38.2
7.57,38.2
7.57,38.2
7.57,38.2
7.57,38.2
7.57,38.2
7.57,38.2
7.57,38.2
7.57,38.2
7.57,38.2
7.57,38.2
7.57,38.2
7.57,38.2
7.57,38.2
7.57,38.2
7.57,38.2
7.57,38.2
7.57,38.2
7.57,38.2
7.57,38.2
7.57,38.2
7.57,38.2
7.57,38.2
7.57,38.2
7.52,38.21
7.52,38.21
7.52,38.21
7.52,38.21
7.52,38.21
7.52,38.21
7.52,38.21
7.52,38.21
7.52,38.21
7.52,38.21
7.52,38.21
7.52,38.21
7.52,38.21
7.52,38.21
7.52,38.21
7.52,38.21
7.52,38.21
7.52,38.21
7.52,38.21
7.52,38.21
7.52,38.21
7.52,38.21
7.52,38.21
7.52,38.21
7.52,38.21
7.52,38.21
7.52,38.21
7.52,38.21
7.52,38.21
7.52,38.21
7.66,39.29
7.66,39.29
7.66,39.29
7.66,39.29
7.66,39.29
7.66,39.29
7.66,39.29
7.66,39.29
7.66,39.29
7.66,39.29
7.66,39.29
7.66,39.29
7.66,39.29
7.66,39.29
7.66,39.29
7.66,39.29
7.66,39.29
7.66,39.29
7.66,39.29
7.66,39.29
7.66,39.29
7.66,39.29
7.66,39.29
7.66,39.29
7.66,39.29
7.66,39.29
7.66,39.29
7.66,39.29
7.66,39.29
7.66,39.29
7.67,39.26
7.67,39.26
7.67,39.26
7.67,39.26
7.67,39.26
7.67,39.26
7.67,39.26
7.67,39.26
7.67,39.26
7.67,39.26
7.67,39.26
7.67,39.26
7.67,39.26
7.67,39.26
7.67,39.26
7.67,39.26
7.67,39.26
7.67,39.26
7.67,39.26
7.67,39.26
7.67,39.26
7.67,39.26
7.67,39.26
7.67,39.26
7.67,39.26
7.67,39.26
7.67,39.26
7.67,39.26
7.67,39.26
7.67,39.26
7.68,39.24
7.68,39.24
7.68,39.24
7.68,39.24
7.68,39.24
7.68,39.24
7.68,39.24
7.68,39.24
7.68,39.24
7.68,39.24
7.68,39.24
7.68,39.24
7.68,39.24
7.68,39.24
7.68,39.24
7.68,39.24
7.68,39.24
7.68,39.24
7.68,39.24
7.68,39.24
7.68,39.24
7.68,39.24
7.68,39.24
7.68,39.24
7.68,39.24
7.68,39.24
7.68,39.24
7.68,39.24
7.68,39.24
7.68,39.24
7.79,39.29
7.79,39.29
7.79,39.29
7.79,39.29
7.79,39.29
7.79,39.29
7.79,39.29
7.79,39.29
7.79,39.29
7.79,39.29
7.79,39.29
7.79,39.29
7.79,39.29
7.79,39.29
7.79,39.29
7.79,39.29
7.79,39.29
7.79,39.29
7.79,39.29
7.79,39.29
7.79,39.29
7.79,39.29
7.79,39.29
7.79,39.29
7.79,39.29
7.79,39.29
7.79,39.29
7.79,39.29
7.79,39.29
7.79,39.29
7.74,39.24
7.74,39.24
7.74,39.24
7.74,39.24
7.74,39.24
7.74,39.24
7.74,39.24
7.74,39.24
7.74,39.24
7.74,39.24
7.74,39.24
7.74,39.24
7.74,39.24
7.74,39.24
7.74,39.24
7.74,39.24
7.74,39.24
7.74,39.24
7.74,39.24
7.74,39.24
7.74,39.24
7.74,39.24
7.74,39.24
7.74,39.24
7.74,39.24
7.74,39.24
7.74,39.24
7.74,39.24
7.74,39.24
7.74,39.24
7.85,39.21
7.85,39.21
